round,timestamp,loss,accuracy,round_duration,num_clients,num_failures
70,2025-03-07T08:06:53.855433,16.219634384155274,19,5.249744158,6,0
71,2025-03-07T08:06:57.429343,16.996939956665038,17.3,5.22436407,6,0
72,2025-03-07T08:07:00.805671,16.047687530517578,19.8,5.298303747,6,0
73,2025-03-07T08:07:04.033655,15.623851791381837,22,5.268531494,6,0
74,2025-03-07T08:07:07.450809,16.607344573974608,18.4,5.10885065,6,0
75,2025-03-07T08:07:11.096876,15.113256973266601,21.6,5.202634795,6,0
76,2025-03-07T08:07:14.480192,15.722645690917968,19.5,5.214038261,6,0
77,2025-03-07T08:07:18.070836,15.911392791748046,21.6,5.236474347,6,0
78,2025-03-07T08:07:21.642629,17.785921981811523,19.8,5.172342913,6,0
79,2025-03-07T08:07:25.221596,17.10676599884033,19.5,5.269758151,6,0
80,2025-03-07T08:07:28.737410,16.445576934814454,20.7,5.370106897,6,0
81,2025-03-07T08:07:32.362569,16.15177853393555,19.1,5.228410292,6,0
82,2025-03-07T08:07:35.874444,16.80395442199707,17.8,5.194456549,6,0
83,2025-03-07T08:07:39.306759,16.221406314849855,19.9,5.619023625,6,0
84,2025-03-07T08:07:43.056733,17.087871704101563,17.5,5.244464354,6,0
85,2025-03-07T08:07:46.552176,16.10936166381836,19.9,5.364256917,6,0
86,2025-03-07T08:07:50.020090,16.024863723754883,19.1,5.337120462,6,0
87,2025-03-07T08:07:53.493268,16.35856326293945,20.9,5.446573117,6,0
88,2025-03-07T08:07:56.967876,16.771056854248048,18.2,5.34158229,6,0
89,2025-03-07T08:08:00.416386,17.26599623,18.1,5.244079573,6,0
90,2025-03-07T08:08:04.155550,15.65738670349121,18.9,5.299502506,6,0
91,2025-03-07T08:08:07.836657,16.34556915283203,20.2,5.275378887,6,0
92,2025-03-07T08:08:11.459748,16.17700880432129,19.5,5.182711614,6,0
93,2025-03-07T08:08:15.089264,15.97436784362793,19.4,5.210956126,6,0
94,2025-03-07T08:08:18.539807,16.044866912841798,20.6,5.329814243,6,0
95,2025-03-07T08:08:21.938313,16.322525924682616,19.2,5.134148936,6,0
96,2025-03-07T08:08:25.325336,16.97876872253418,17.2,5.312729725,6,0
97,2025-03-07T08:08:28.974010,16.036366638183594,20,5.174180922,6,0
98,2025-03-07T08:08:32.432582,16.385108169555664,19.3,5.483510721,6,0
99,2025-03-07T08:08:35.916453,16.98935078430176,18,5.239660143,6,0
100,2025-03-07T08:08:39.403679,15.661345336914062,21.4,5.321238407,6,0
