round,timestamp,loss,accuracy,round_duration,num_clients,num_failures
71,2025-03-06T15:41:11.418599,10.834974830627441,32.2,0.549996,6,0
72,2025-03-06T15:41:13.512585,10.971612678527832,31.8,0.579377,6,0
73,2025-03-06T15:41:15.624575,11.372231307983398,30.0,0.538651,6,0
74,2025-03-06T15:41:17.718597,11.273980052947998,30.4,0.598283,6,0
75,2025-03-06T15:41:19.764122,11.064252250671387,32.1,0.537948,6,0
76,2025-03-06T15:41:21.782006,11.298938385009766,31.0,0.535467,6,0
77,2025-03-06T15:41:23.843201,11.365625762939453,31.0,0.557327,6,0
78,2025-03-06T15:41:25.915237,11.144124237060547,32.6,0.541223,6,0
79,2025-03-06T15:41:27.977365,11.039112838745117,33.7,0.538671,6,0
80,2025-03-06T15:41:30.109949,11.336488830566406,32.0,0.553023,6,0
81,2025-03-06T15:41:32.142676,11.409944778442382,31.4,0.524449,6,0
82,2025-03-06T15:41:34.198273,11.522222274780274,30.9,0.542575,6,0
83,2025-03-06T15:41:36.206408,11.338867820739747,31.9,0.523669,6,0
84,2025-03-06T15:41:38.272768,11.012841880798339,33.6,0.562145,6,0
85,2025-03-06T15:41:40.331089,11.060202400207519,33.2,0.550916,6,0
86,2025-03-06T15:41:42.416762,11.60994393157959,31.3,0.551237,6,0
87,2025-03-06T15:41:44.504564,11.52480330657959,31.0,0.588411,6,0
88,2025-03-06T15:41:46.581467,11.620600547790527,31.0,0.534645,6,0
89,2025-03-06T15:41:48.647930,11.357054161071778,32.8,0.541232,6,0
90,2025-03-06T15:41:50.662754,11.589518394470215,31.6,0.529417,6,0
91,2025-03-06T15:41:52.775360,11.609022666931152,31.3,0.550197,6,0
92,2025-03-06T15:41:54.872313,11.54349609375,32.6,0.540346,6,0
93,2025-03-06T15:41:56.909708,11.673906028747558,32.2,0.522985,6,0
94,2025-03-06T15:41:59.027908,12.062129676818847,30.6,0.534958,6,0
95,2025-03-06T15:42:01.215445,11.41882610321045,34.3,0.569831,6,0
96,2025-03-06T15:42:03.833821,11.254119895935059,33.6,0.545726,6,0
97,2025-03-06T15:42:06.026059,11.730610385894776,31.7,0.56307,6,0
98,2025-03-06T15:42:08.182773,11.773064331054687,32.0,0.550892,6,0
99,2025-03-06T15:42:10.259842,11.69942642211914,32.5,0.562158,6,0
100,2025-03-06T15:42:12.383358,11.504724937438965,32.5,0.577137,6,0
